customer_id,full_name,birth_date,gender,email,join_date,last_purchase,total_spent,membership_tier,discount_used,product_rating,address,phone_number,loyalty_points,purchase_frequency
CUST11337,Michael King,1994-02-04,f,brooksmelinda@example.net,2023-04-02,2025-02-10,887.15,GOLD,No,5,"unit 5479 box 2149, dpo aa 54924",434-601-4879,2004,daily
CUST11338,Christopher Garza,1980-02-17,f,jameslamb@example.com,2024-12-04,2024-07-31,544.39,silver,0,2,"Unit 6163 Box 7562, DPO AP 87915",(630)623-8458,1845,Yearly
CUST11339,Alexis Miranda,1981-07-25,f,eringarcia@example.com,2025-01-05,2024-11-25,236.29,Bronze,nan,3,"PSC 8667, Box 0483, APO AE 31760",(426)635-6886,2850,daily
CUST11340,Stephanie Jones,1985-09-03,U,jasmine89@example.org,2023-05-27,,775.24,,Yes,4,"66298 Steven Shoals Apt. 776, Scottburgh, OH 22199",328-905-9284x63644,1639,weekly
CUST11341,Teresa Mcclain,1945-08-23,nan,ylawrence@example.net,03/31/2025,2025-03-25,120.74,silver,N,1,"33262 Bailey Garden, Christensenbury, PR 83477",(792)514-2465x658,1391,
CUST11342,Steven Roberts,1959-08-09,U,janice64@example.org,05/17/2023,2025-02-26,885.35,Gold,False,3,"12205 Erin Station, North Lindsey, OR 57561",,3873,Yearly
CUST11343,Roberto Gardner,1969-12-30,M,shellybrown@example.net,Invalid Date,2024-08-08,797.32,Gold,No,1,"10345 Karen Fords, New Ricky, FM 30194",856-677-9676x345,3712,Yearly
CUST11344,Ryan Hoffman,1952-05-21,U,sdunlap@example.com,2022-10-07,2025-02-07,916.93,,False,1,"8965 Nicholas Shoal, East Tanya, IL 81620",5037542374,8,Weekly
CUST11345,Courtney Johnson,1969-11-20,Male,philliprush@example.net,2024-05-16,2024-07-17,452.53,silver,1,nan,"80379 Brown Mews, Seanchester, MH 72997",(700)960-6949x26195,3176,daily
CUST11346,Dennis Mckee,1977-03-09,Male,jessica19@example.org,2020-11-16,2025-02-14,351.17,bronze,False,4,"46375 Morgan Mills, New Austinside, PW 98428",001-720-255-2232x064,4189,Daily
CUST11347,Andrea Lee,1971-11-15,U,curtisgregory@example.com,09/06/2023,,525.21,Gold,0,4,"57345 Matthew Lights Suite 485, Andrewburgh, WA 98351",647-484-9562x061,3604,Daily
CUST11348,Nicole Rivera,1976-09-28,nan,brownjoshua@example.org,2024-04-09,2024-04-16,474.67,Bronze,True,4,"76539 Ray Glen, Murphyfort, NE 40293",,4117,Yearly
CUST11349,Lauren Mullins,1987-01-20,m,louishenry@example.com,2024-03-19,2024-10-18,304.18,Silver,Y,nan,"9415 Thomas Canyon, East Lisamouth, TN 52674",001-677-881-4489x289,4441,Yearly
CUST11350,Lisa Olsen,1999-08-09,Female,,2021-05-07,2025-01-06,333.91,silver,No,Unknown,"48477 Timothy Forge Suite 419, Lake Tyler, MD 66954",+1-254-870-6508x045,3787,Yearly
CUST11351,Bryan Rose,1974-06-05,nan,invalid_email@,Invalid Date,2024-12-24,390.09,Gold,No,4,"08823 Peters Flat, West Cindy, AK 95956",001-789-212-6657x3678,1950,daily
CUST11352,Kathleen Strickland,1948-05-21,U,mark55@example.com,2022-04-20,,149,,No,5 stars,"44381 Joan Parkways Suite 291, Freemanmouth, OH 67360",+1-358-536-1686,2596,
CUST11353,Daniel Haney,1978-10-11,f,davidclark@example.net,06/08/2024,2025-03-19,703.39,GOLD,True,2,"Unit 2392 Box 9266, DPO AP 98686",848-573-4122x7559,2302,daily
CUST11354,Shelley Gordon,2003-09-28,F,gwendolyn93@example.com,12/03/2021,2024-07-24,484.31,bronze,N,5 stars,"5176 Roy Overpass, East Tracy, FM 71356",001-810-681-2234,2794 points,Monthly
CUST11355,Helen Johnson,1979-03-06,Female,cheryl13@example.com,10/21/2021,2024-11-27,407.49,bronze,No,1,"592 Camacho Ridges, Portermouth, NV 20509",7934438918,3043,
CUST11356,Vanessa Bowman,1953-05-16,Female,michellesmith@example.com,2022-12-14,,166.89,,True,5,"390 Jodi Motorway, South Charles, AS 80255",(626)876-0637x712,1455,Daily
CUST11357,Tiffany Mclaughlin,1947-12-20,Male,georgemcneil@example.com,2022-12-03,2024-08-21,151.89,bronze,1,Unknown,"658 Ross Garden, East Kristie, MN 43862",6272592740,129 points,Yearly
CUST11358,Ashley Morris,1993-02-08,Female,carrie04@example.net,2022-04-17,2024-11-16,1080.77,Silver,True,1,"735 Cory Lake Apt. 335, Lake Kimberly, DC 06557",001-727-532-2706,4836,daily
CUST11359,Melanie Sherman MD,1999-01-16,U,ronald06@example.com,2021-07-11,2024-07-09,311.82,Bronze,0,2,"81899 Wright Forges, East Wendy, VI 07088",772-865-0756x9105,2353,
CUST11360,Hannah Smith,1995-02-23,f,eherman@example.org,2022-12-18,2025-01-07,683.16,silver,False,3,"836 Nelson Court, Johnsonton, MO 91904",8412540978,380,Monthly
CUST11361,Lee Bryant,1968-04-15,f,denisemcdaniel@example.org,2025-01-30,2024-07-02,548.79,Gold,nan,N/A,"764 Gina Station Apt. 617, Karenmouth, NE 61887",(707)535-5414,3862,Yearly
CUST11362,Kristen Cisneros,1997-03-15,M,jessica29@example.com,2020-06-07,2024-09-12,332.56,Silver,True,Unknown,"147 Pena Loaf Suite 776, Castillofurt, PW 74219",3875215095,517,Daily
CUST11363,Brandon Thompson,1973-01-17,f,robertsmith@example.org,07/22/2020,2025-03-27,1037.74,Bronze,0,4,"1396 Larson Neck Suite 378, Claudiamouth, MO 22745",528-744-1001,3772,weekly
CUST11364,Justin Smith,1952-03-01,nan,mgarcia@example.org,2023-05-08,,705.23,gold,False,Unknown,"286 Burke Rue, Wilsonport, GA 76037",678-715-0996x8101,3875,daily
CUST11365,Justin Hooper,2003-09-03,f,joneskyle@example.net,2024-12-30,2024-06-12,269.7,Gold,1,1,"12087 Stephanie Mission, West Andreshaven, NH 77446",,2529,Yearly
CUST11366,Jared Mcgrath,1975-10-03,Male,invalid_email@,2020-11-08,2025-04-09,491.49,bronze,0,3,"8820 Rodriguez Fort, East Teresa, AS 09853",959-539-9392x36471,76,Weekly
CUST11367,Jenny Petersen,1994-12-11,f,fpollard@example.net,01/22/2023,2024-12-01,155.24,bronze,N,4,"67220 Andrea Well Apt. 774, Lake Jenny, MH 70069",755.535.1819,2732,
CUST11368,Charles Moreno,2002-06-14,M,christineholmes@example.net,2022-10-29,2024-11-26,1047.87,Bronze,N,5,"55038 Diaz Rapids Apt. 743, Amychester, SC 57988",223.464.9947x1160,2359,Weekly
CUST11369,TRAVIS PRATT,1990-04-06,F,jessicaclark@example.com,08/11/2020,,227.7,GOLD,False,nan,"1622 Lawrence Passage, Danielsberg, FM 52716",+1-578-781-3332x025,1707,Daily
CUST11370,Corey Gentry,1975-07-08,U,gomezalexandra@example.com,Invalid Date,2025-02-26,343.07,GOLD,No,2,"55623 Timothy Street Suite 752, Bobbyfort, TX 06524",001-643-212-9368,1885,Monthly
CUST11371,Donald Ochoa,1995-12-16,Male,jasmine53@example.com,2023-01-03,2025-02-21,281.13,Silver,nan,N/A,"428 David Crossing, Crystalton, IA 45148",,3287,Monthly
CUST11372,Christopher Schmitt,1963-06-16,nan,traviswalker@example.com,2021-03-18,2025-02-07,524.11,GOLD,0,3,"0937 Tina Port, Phillipsside, PA 94469",001-817-329-0859x79617,4324,
CUST11373,Peter Dennis,1992-12-17,F,carpenterbryan@example.org,2024-12-01,2025-02-18,911.09,bronze,No,2,"67720 Lisa Knolls Apt. 268, North Tony, VI 56987",870-283-6141x8808,3867,weekly
CUST11374,Thomas Marsh,1952-01-08,Male,uwhite@example.org,Invalid Date,2025-02-12,1036.81,silver,Yes,nan,"89431 Lewis Radial Apt. 517, Gonzalezville, IN 92708",496.521.3683x500,4611,Weekly
CUST11375,BRITTANY HUBBARD,1976-12-01,m,eashley@example.org,09/25/2024,2024-06-16,380.3,Silver,N,3,"97734 West Stream Suite 198, Port Richard, SC 73507",,3459,
CUST11376,Matthew King,1987-02-05,Female,amber99@example.com,2022-01-18,2024-06-27,613.48,bronze,N,Unknown,"93515 Dyer Dam, Lake Felicia, GA 95759",3736948856,4429 points,weekly
CUST11377,Christopher Mitchell,1998-01-26,m,robertbennett@example.com,2024-06-16,2024-07-15,524.57,silver,No,1,"1512 Wright Isle Suite 667, Rollinsfurt, AL 12883",,2134,Daily
CUST11378,MICHAEL THOMPSON,2004-05-20,f,stephanie35@example.com,10/06/2023,2025-01-29,205.52,Bronze,True,5,"9280 Carter Harbor, West Bethany, RI 32026",292-652-1619x636,493,Weekly
CUST11379,Maurice Kirk,1952-04-03,F,petersenleroy@example.org,10/22/2021,2024-06-25,1226.77,Bronze,Y,5,"57361 Clark Points Apt. 973, Douglasburgh, NE 64116",593-850-8300x86472,2158,
CUST11380,Logan Thompson,1967-02-22,f,jacob97@example.org,2020-06-06,2024-07-05,908.83,Silver,Y,5 stars,"5116 Jeffrey Locks, West Nicoleton, MD 90750",442.592.0195x24777,1577,Yearly
CUST11381,Theodore Robinson,1993-01-15,Female,powerskelsey@example.org,2021-08-29,2024-04-30,556.73,Silver,Y,N/A,"3084 Rachel Row Apt. 122, Lake Timothyville, VA 41407",123-456,3839,daily
CUST11382,Todd Young,1995-02-27,Male,invalid_email@,2024-10-12,2025-03-27,974.56,silver,N,3,"PSC 9432, Box 9703, APO AA 00987",286.741.3582,2243,
CUST11383,Theodore Davis,1946-04-14,Female,wross@example.com,2024-08-23,2024-06-28,863.63,GOLD,True,5,"15446 Erica Plaza, South Kimberlyberg, GU 29270",(825)930-1956x3940,1472,Monthly
CUST11384,Lindsey Clark,1964-07-23,M,doughertypatty@example.net,2022-03-05,2024-10-03,524.56,Gold,N,Unknown,"7972 Dana Trace Apt. 822, Port Johnathan, WY 93530",957-263-5862,551,daily
CUST11385,Jay Wilson,1985-01-18,Female,austinpeters@example.net,02/01/2022,2024-07-14,597.79,Silver,nan,5 stars,"PSC 7318, Box 0789, APO AP 64818",001-550-357-3904x82409,4349,
CUST11386,Jennifer Johnson,2004-07-04,M,jamesmiller@example.net,2020-04-20,,953.64,bronze,N,2,"55155 Estrada Views Suite 474, East Erica, VT 49401",001-387-948-9091,73,Daily
CUST11387,Brian Lee,1998-08-13,Female,sabrina46@example.com,2021-12-01,2025-04-02,216.15,Gold,1,N/A,"461 Kevin Meadow, Barbarafort, RI 47689",560.248.4416x180,902 points,weekly
CUST11388,Christopher Hernandez,1998-08-18,U,alvarezcheryl@example.com,2024-12-22,2024-06-07,1002.11,Gold,True,3,"754 april park apt. 031, west jonathan, nd 38249",909.945.0929x0697,726,Daily
CUST11389,Jennifer Fleming,1985-09-25,M,goodmanlori@example.com,2021-01-01,,432.47,,nan,nan,"351 Benjamin Extensions Apt. 561, South Wendy, FL 63935",,1313 points,Weekly
CUST11390,Justin Flynn,1963-03-21,F,lwilson@example.net,10/09/2022,2024-08-01,957.4,,nan,4,"4708 Valdez Loaf, Katherinefurt, DC 86448",,3957,Daily
CUST11391,RONALD WEAVER,1992-06-26,f,bradybob@example.com,Invalid Date,2024-08-17,498.43,GOLD,0,4,"686 Christopher Ridge Apt. 879, Josephland, WV 24101",740-945-9597,779,daily
CUST11392,Ms. Victoria Sherman,1953-03-08,nan,cjones@example.com,2020-12-17,2024-12-03,601.28,Gold,False,4,"31529 gina union, lake carl, la 91196",,3855,Monthly
CUST11393,Heather Herrera,1962-06-04,f,sanchezjulie@example.net,2020-07-31,2024-06-22,489.71,Bronze,False,Unknown,"27731 Joanna Wells, Port Daniel, CA 88883",+1-847-889-5550x9357,3207,Weekly
CUST11394,Victoria Goodwin,2006-01-12,m,icurtis@example.com,2022-10-16,2025-03-26,340.45,,No,1,"15192 Johnson Union Apt. 588, North Scottmouth, LA 10936",,1705,Daily
CUST11395,Pamela Ibarra,1975-02-08,f,fdudley@example.net,2021-04-07,2024-10-19,418.98,Bronze,1,3,"319 Deborah Keys Suite 018, Port Alexismouth, ND 70605",(396)390-1725x4699,3589,Yearly
CUST11396,Ryan Bradley,1964-12-25,Male,wilsonbetty@example.org,2022-06-17,2025-03-20,913.73,,nan,Unknown,"574 Brian Island, North Luisshire, MN 98902",(944)812-8865x593,3534,Daily
CUST11397,Cassie Weaver,1983-10-02,U,ethansims@example.net,2022-11-30,2024-07-19,194.25,Gold,nan,N/A,"64686 Mckenzie Valley, North Danielle, KS 79999",,2186,
CUST11398,Linda Nicholson,2002-10-15,Female,adamsashley@example.net,2023-04-21,,128.31,Gold,No,5 stars,"47676 Walker Greens Apt. 746, Lake James, MI 71183",123-456,4082 points,Monthly
CUST11399,Jon Lang,1947-10-16,m,thomasnathan@example.org,09/28/2020,2024-12-18,282.36,Bronze,nan,N/A,"65780 Sarah Trail, North Ashley, MN 69231",+1-621-726-9337x1065,1622 points,Weekly
CUST11400,Kelly Nunez,1966-06-29,Male,keithboyd@example.org,2021-10-27,2025-02-15,176.5,silver,1,1,"11547 William Hills Apt. 036, South Robertview, PA 05958",,4625,Monthly
CUST11401,Tiffany Jones,1993-07-05,Male,bking@example.org,2021-09-24,2024-12-28,952.99,GOLD,True,Unknown,"5088 tyler stream apt. 435, allenborough, ks 35836",001-383-409-0381x535,3656,daily
CUST11402,Samantha Hopkins,1953-10-27,M,kprince@example.com,2024-01-14,2024-08-13,877.3,GOLD,True,4,"Unit 9726 Box 1082, DPO AE 48945",+1-210-475-1243x46832,625,daily
CUST11403,Kayla Mcpherson,1981-05-11,f,qross@example.com,2021-08-17,2025-01-03,677.61,,False,1,"309 Nicole Mission, South Jamiebury, MT 90138",001-609-422-2794x656,2181,Daily
CUST11404,Peter Joyce,2004-10-06,F,larrymelton@example.net,2020-04-29,2025-02-16,308.66,bronze,0,4,"668 Norma Shoal Apt. 444, New Markmouth, TN 86275",630.267.4652,3151,Yearly
CUST11405,Kevin Roberts,1974-05-02,nan,yfrazier@example.com,02/11/2023,2025-03-30,900.52,GOLD,No,2,"04211 allison road apt. 790, jacksonchester, or 38304",001-743-932-7739x7204,3713,Yearly
CUST11406,Tammie Harrison,1969-04-23,F,gonzalezjeremy@example.com,Invalid Date,2024-10-26,23.56,gold,Y,5,"02372 Emily Rue Suite 900, North Sabrinaburgh, MS 57068",+1-884-305-8677,2512,
CUST11407,Brent Manning,1984-09-25,m,torreslisa@example.com,2020-08-16,2024-12-20,1142.59,,1,1,"2872 Webb Land, Sharpfort, NY 41212",680.346.9058,3993,Weekly
CUST11408,Jennifer Schmidt,1972-08-01,U,beasleygabrielle@example.com,2020-08-25,2024-05-15,294.61,,Y,1,"Unit 1810 Box 1224, DPO AA 14168",+1-725-701-4830x64738,1800,Daily
CUST11409,Jody Watson,1967-04-07,F,lawrenceandrew@example.net,06/05/2021,2024-09-14,421.39,Silver,Yes,5,"43114 jeremy greens, kaylastad, ky 98384",257.565.5141,603,Monthly
CUST11410,Christopher Sherman,1992-04-15,Female,fredericksteven@example.net,2021-01-03,2025-01-04,371.2,Gold,False,2,"1016 Hobbs Branch Suite 566, Woodwardshire, AK 78658",634-658-3300x8122,349,Daily
CUST11411,Kevin Ali,1959-03-20,F,ghernandez@example.org,2023-12-18,2024-06-21,178.07,Bronze,1,nan,"5014 Anthony Avenue, Ericshire, NJ 25610",123-456,2877 points,Yearly
CUST11412,Kelly Moody,2000-02-08,m,harryhoffman@example.org,09/16/2021,2025-01-20,1077.53,GOLD,nan,N/A,"9626 Smith Terrace, Port Randytown, NM 87211",664.773.3865,4654,Monthly
CUST11413,Sean Richardson,1948-04-08,nan,paulerin@example.net,2025-03-14,2024-07-30,736.67,Gold,Yes,4,"5392 Margaret Road, Jessicaberg, MS 10130",(532)308-9499x285,294,weekly
CUST11414,Erika Smith,1945-10-17,F,invalid_email@,2024-06-05,2024-07-04,864.64,Gold,nan,N/A,"024 sabrina station, kristineshire, vi 31622",216-539-3340x8233,1151 points,Monthly
CUST11415,Brian Foster,1995-11-04,Female,michelle59@example.org,2025-04-07,2024-06-28,132.9,,1,Unknown,"963 Walker Rapids Suite 040, North Suzanne, UT 64496",591.381.4719x188,826,weekly
CUST11416,Robert Harris,1955-07-03,M,nrivera@example.org,2020-08-12,2025-01-30,554.28,,0,Unknown,"84446 Wilson Stream, South Rebecca, ND 37427",(688)273-0731x55919,3538,Yearly
CUST11417,Patricia Welch,1985-08-28,U,shelbyblake@example.com,2025-03-25,2024-12-01,656.31,Gold,Y,Unknown,"8084 Jaclyn Mission, East Stephanieland, ND 27555",540-903-5008x371,1731,weekly
CUST11418,Logan Martinez,1945-03-23,m,janiceshannon@example.org,2020-12-17,2025-01-23,581.23,GOLD,True,5,"0520 jacobson camp suite 902, jacquelinechester, il 56183",001-349-746-3759,3442,
CUST11419,Katie Smith,1987-03-19,M,cesarsteele@example.org,10/30/2020,2025-03-23,151.89,Gold,Y,N/A,"773 blake island suite 067, rodriguezbury, wi 63166",+1-737-647-6544x5322,4791,Weekly
CUST11420,Roy Lewis,1996-04-04,M,summercraig@example.org,2024-03-21,2024-10-12,822.65,silver,1,N/A,"75712 Robert Drive Apt. 406, Lake Christine, CA 55509",001-845-223-5891x444,1269,
CUST11421,Arthur Browning,1945-05-17,M,lopezrobert@example.net,2021-07-06,2024-09-21,536.47,Silver,No,2,"4783 Cox Ranch Apt. 233, Port Aliceton, NJ 68601",353-853-1704,1871,Daily
CUST11422,Justin Hall,1965-06-01,Male,stacey16@example.org,2021-06-14,2024-09-01,213.51,Silver,False,3,"0068 Smith Station, North Brianstad, NJ 24200",562-590-6364x727,3765,weekly
CUST11423,Mark Bryant,1956-10-31,U,lisareed@example.org,2021-05-08,2024-04-27,56.58,,No,2,"Unit 2710 Box 8752, DPO AP 13934",+1-231-510-0008x7978,4254 points,Yearly
CUST11424,Daisy Trujillo,1989-09-29,nan,fischerchristopher@example.org,2021-04-27,2024-11-18,682,,nan,3,"074 Bishop Circles, Brucebury, SC 16404",001-927-642-0456x27869,1220 points,Daily
CUST11425,Amanda Taylor,1992-11-24,f,john29@example.net,2024-07-06,2024-04-12,1235.14,Bronze,False,nan,"2574 Christine Corners Apt. 412, Thomasburgh, NJ 42236",797.365.6060x427,2704,Daily
CUST11426,Anthony Smith,1972-03-07,U,peggy69@example.org,2021-05-28,2024-08-15,195.42,silver,True,N/A,"67747 Jeffery Circle Suite 337, East Cameronshire, CA 36686",(863)829-1277x980,2263,Weekly
CUST11427,Megan Klein,1964-02-20,Male,invalid_email@,2021-04-26,2024-05-07,551.13,silver,False,4,"2614 Edwards Stravenue Apt. 930, West Anita, PW 25375",001-313-283-8942,3077,Monthly
CUST11428,Elizabeth Bush,1984-08-24,f,longstephanie@example.net,2022-03-21,2024-12-11,833.15,Silver,False,Unknown,"568 Cathy Grove Suite 463, Lake Josephfurt, VI 24280",596.564.9214x04226,4982,
CUST11429,Molly Manning,1990-05-02,U,invalid_email@,07/18/2022,2024-04-15,119.1,Bronze,False,N/A,"369 Alyssa Club Apt. 037, Vancefort, FM 04427",3004815513,4938,Yearly
CUST11430,Christian Johnson,2006-11-08,M,rebeccamiranda@example.com,Invalid Date,2025-03-09,356.01,silver,False,5 stars,"783 Edwards Circle Suite 560, Rogersport, ID 78695",(248)866-0111x75008,407 points,Monthly
CUST11431,Sean Rush,1977-01-21,m,cunninghammichelle@example.com,2024-10-02,2025-03-31,241.95,Bronze,nan,4,"246 Ford Squares Suite 383, West Tyronechester, SD 35470",+1-559-527-4298x523,1811,
CUST11432,Ryan Jones,1982-12-12,f,dcontreras@example.org,2024-04-22,2024-09-19,795.4,Silver,1,5,"Unit 0473 Box 4984, DPO AE 65844",884-922-0275x86127,12,daily
CUST11433,Mason Griffin,1994-10-06,Female,donna25@example.com,2021-04-06,2024-07-27,897.66,Gold,Yes,Unknown,"69280 Nathaniel Meadows Suite 257, South Miguelside, AK 88023",788-953-7890,4918,
CUST11434,Jason Hicks,1990-05-28,Female,georgeweber@example.com,2025-04-01,2024-08-23,547.71,bronze,nan,3,"18859 peterson valleys, townsendland, wa 75380",+1-943-321-2016x27249,603,weekly
CUST11435,Jillian Moody,1965-01-19,F,jessedelacruz@example.org,2020-05-21,2025-02-07,247.48,bronze,False,3,"98897 Kelly Shores Suite 125, Lake Amyborough, KS 59231",,1758,Yearly
CUST11436,Alexis Watkins,1985-01-11,f,jessica74@example.net,05/28/2024,2024-12-31,367.16,bronze,0,5,"30978 Owen Station Apt. 465, New Jenniferberg, NH 93249",,356,Daily
CUST11437,Carla Wallace,1990-12-01,m,vmason@example.net,2021-09-30,2025-02-19,310.85,silver,Y,nan,"95949 Robert Forest Apt. 588, West Charles, NC 91568",4084682864,3346,Yearly
CUST11438,Kenneth George,2003-04-27,nan,xforbes@example.com,2021-01-14,2024-08-02,206.82,Bronze,Y,5,"723 Martha Pines Apt. 847, West Kellyborough, MA 66072",242.763.5437x35991,302 points,Monthly
CUST11439,Monique Lee,1997-08-25,Male,erica32@example.com,2024-01-07,2024-11-10,469.39,Gold,nan,1,"8328 Joseph Trace Apt. 494, Karenside, PW 78332",+1-498-580-7807x8503,2299,daily
CUST11440,Amy Clark,1950-09-11,M,greenpeter@example.net,2024-03-05,2024-04-21,672.45,Silver,nan,5,"40250 guerrero circles, new victoria, tx 81460",,582,Weekly
CUST11441,Danny Martin,2001-07-12,F,,2025-04-06,2024-05-07,647.08,,True,nan,"USNS Morton, FPO AA 29282",+1-328-827-2555x6862,2882,Yearly
CUST11442,Danny Page,1971-10-17,Female,pearsonstephanie@example.org,2021-10-06,2024-09-20,497.53,GOLD,True,N/A,"616 erika inlet suite 968, whitehaven, pr 51621",001-965-937-5314,2141 points,weekly
CUST11443,Robert Hunter,1996-09-10,Male,jamesreed@example.net,Invalid Date,2025-02-23,517.12,gold,Y,nan,"185 Elizabeth View, New Tylerberg, ME 74236",+1-619-500-2317,30,
CUST11444,Kimberly Cohen,1950-01-05,Male,rubenlong@example.org,2024-11-10,2025-03-29,475.53,bronze,1,5,"691 Brent Lakes, Loriville, CT 18703",906-257-3987x0067,300,Weekly
CUST11445,Brandy Estrada,1978-05-03,M,jamesbaker@example.net,2020-07-11,2024-12-05,110.84,silver,1,3,"PSC 3173, Box 3249, APO AE 88245",674.674.9970,3567,daily
CUST11446,Bob Thomas,1980-01-27,nan,catherinegarrett@example.com,2024-08-07,2024-04-11,548.04,GOLD,Y,2,"85196 Grimes Crest, West Tara, IN 54457",001-993-391-0345x893,4405,weekly
CUST11447,Mary Petersen,1973-11-13,nan,jared73@example.net,2021-12-05,2025-01-31,324.91,,0,nan,"0610 David Junction Apt. 594, Emmaberg, CO 59459",7188898927,328 points,Monthly
CUST11448,CHERYL HALL,1986-03-09,f,danielclay@example.net,2023-08-10,2024-07-07,95.8,silver,False,5,"721 Lewis Ramp, South Jacobberg, PA 65975",905-538-8626x07330,1121,daily
CUST11449,Tamara Harrison,2003-09-15,Female,laura80@example.com,2022-12-06,2024-04-18,611.21,Bronze,Y,1,"12741 Peterson Forge, Bryanttown, NE 01380",470.606.2975x29385,3541,
CUST11450,Steven Nixon,1944-08-11,nan,falvarez@example.org,09/24/2023,2024-11-15,316.48,Silver,False,2,"7390 Lee Summit, Royberg, VA 30207",9465656757,410,Yearly
CUST11451,Sonia Rhodes,2005-05-26,m,jenna50@example.net,01/03/2022,2024-07-08,568.33,bronze,Yes,2,"28816 Holt Common, Valerieview, NM 06533",(760)417-1464x675,51,Daily
CUST11452,Angel Hill,1952-01-08,nan,cindy90@example.org,2023-07-16,,754.29,Silver,False,4,"3247 Daniel Inlet, Collinsbury, RI 05290",+1-882-589-1899x0673,2614,Monthly
CUST11453,Jonathan Williams,1978-11-24,Male,jodi60@example.net,2022-08-20,2024-11-08,214.93,silver,1,5 stars,"27111 nichols club, rogersstad, id 08435",830.567.4228,1050,weekly
CUST11454,ADAM ADAMS,1965-08-11,M,webbjesse@example.com,2023-10-02,2024-11-22,527.64,silver,N,Unknown,"3239 Duran Locks, Lake Kristenchester, MD 55102",+1-915-371-7851x8542,2912,weekly
CUST11455,GEORGE MORALES,1994-10-17,m,bradleyadam@example.org,2024-06-08,2025-01-03,43.13,bronze,N,3,"4602 charles rapid suite 181, east robertstad, ri 54444",001-655-465-6486,684,
CUST11456,Patrick Sullivan,1965-10-07,f,invalid_email@,Invalid Date,2024-11-06,959.76,bronze,Y,5 stars,"6924 sims isle apt. 426, smithbury, pr 28786",+1-473-552-1931x315,2474 points,Yearly
CUST11457,Cassandra Grant,1977-07-17,Female,michellejackson@example.org,2024-08-09,2024-06-04,92.28,Bronze,True,4,"72519 Aaron Springs, West Peter, KS 46904",611.455.3524,4649,
CUST11458,Garrett Brooks,1952-10-01,f,hectordominguez@example.org,Invalid Date,2024-11-14,345.55,,Yes,Unknown,"342 sanders lakes, port jodiberg, mo 48920",001-655-401-6703x1237,3827,Monthly
CUST11459,Sandra Henderson,1971-10-20,Male,jmartin@example.org,2023-08-02,2025-03-29,901.51,Bronze,False,nan,"393 Hoffman Shoals, Johnsonfurt, AK 43159",(889)219-5100x67752,2821,
CUST11460,David Williamson,1988-07-07,m,aguerra@example.net,06/25/2023,,429.64,gold,No,nan,"USNS Jackson, FPO AE 73637",001-666-482-4324,2351,Monthly
CUST11461,Heather Mcguire,1990-01-09,m,adam67@example.com,2023-10-09,2024-09-07,140.78,Gold,N,5 stars,"60913 laura glens apt. 860, east antonioview, ia 13751",+1-731-511-7437x917,3610,Yearly
CUST11462,Robert Watson,1970-11-29,m,tracialvarez@example.net,2022-02-01,2024-10-28,713.92,Bronze,False,2,"PSC 3876, Box 1538, APO AE 73629",(888)889-8527x197,3231,weekly
CUST11463,Gloria Sullivan,2005-07-17,Male,cruzchristina@example.com,2020-09-29,2024-08-24,707.16,Gold,False,2,"126 andrea crossroad suite 528, lake jeffreyview, nh 99925",+1-231-805-4148,4437,
CUST11464,Joel Hill,1948-11-30,Male,nunezdebra@example.net,2024-02-21,2024-08-30,310.04,silver,1,nan,"5682 Odonnell Ranch, North Mary, HI 47194",+1-853-589-2155x9187,1523,Daily
CUST11465,Amber Carey,1955-11-14,f,invalid_email@,07/05/2022,,342.52,gold,Yes,5,"836 Galloway Light, East John, KY 81789",671.377.6974,2740,Daily
CUST11466,Anita Sandoval,1997-02-04,F,rangelerica@example.com,2023-06-13,2025-03-10,369.38,gold,False,N/A,"961 Ryan Glen, North Christine, MN 61461",,1306,weekly
CUST11467,Andrew Mcintosh,1948-02-28,f,vcastillo@example.com,2021-10-11,2025-04-03,437.89,GOLD,nan,5 stars,"unit 2103 box 7491, dpo aa 16160",816.885.6171x787,3819,Yearly
CUST11468,Jon Mills,1954-02-17,Female,ghamilton@example.net,2022-01-18,2025-02-09,67.89,GOLD,0,nan,"PSC 3928, Box 6291, APO AA 12606",,295,Monthly
CUST11469,Jennifer Barton,1946-07-01,M,fbean@example.net,2025-02-18,2024-06-25,445.57,GOLD,0,5,"2579 Angela Crest, Port Lauren, AS 47544",(905)568-7856x843,93,weekly
CUST11470,Harold Boyd,1982-09-24,m,ykim@example.org,2022-03-10,2025-01-22,1035.17,gold,False,Unknown,"17858 Werner Stravenue Apt. 838, Lake Nicholasberg, LA 29751",3237797303,3532 points,weekly
CUST11471,Karen Martinez,2003-02-26,F,emosley@example.net,07/17/2023,2024-12-20,231.21,Silver,N,4,"383 Ortiz Village Apt. 303, Aaronhaven, MS 33235",681-687-5680x394,-3005,Monthly
CUST11472,HOLLY BAILEY,1986-05-11,M,mckeestacey@example.net,07/31/2021,2024-05-18,324.95,bronze,Yes,N/A,"351 Brandon Meadow Apt. 734, Port Donaldside, LA 02493",879-451-3008x67131,3305,Yearly
CUST11473,Crystal Davis,2005-07-07,F,invalid_email@,12/31/2020,2025-02-20,144.91,,True,nan,"7933 Gill Highway, West Paulview, VT 42553",123-456,2202,Yearly
